id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
18440681,"Walk to the beach or city, room 5",30342817,Piter & Stacy,,Dorchester,42.31778,-71.05794,Private room,55,1,79,2020-05-08,1.50,5,343,0,Str-414419
18526885,"Spacious, stylish, modern apartment on Orange Line",106950426,Paul,,Roxbury,42.31668,-71.09511,Private room,40,29,8,2021-08-15,0.22,2,63,3,Exempt: This listing is a unit used for furnished institutional or business stays
18557609,Beacon Hill 1brm - walk everywhere!,66533138,Val,,Beacon Hill,42.36017,-71.0677,Entire home/apt,246,2,152,2021-08-20,3.17,1,321,16,Exempt: This listing is a unit that has contracts with hospitals
18568481,Flats on D. Great Place to have fun.,128916761,Chris,,South Boston Waterfront,42.34534,-71.04232,Entire home/apt,118,91,5,2017-05-09,0.09,1,0,0,
18582571,Clean upscale apt and location,129018803,Paula,,Beacon Hill,42.35782,-71.06975,Entire home/apt,145,91,2,2017-05-27,0.04,1,0,0,
18584891,"◇Cape Cod Suite, with Private Bath ◇",31035862,"Roger Michael ""Corey""",,Dorchester,42.29312,-71.06417,Private room,67,1,492,2021-09-17,9.79,2,56,98,str-413447
18605469,No longer available,38185168,Tim,,Dorchester,42.28057,-71.06006,Private room,110,91,3,2018-10-14,0.06,1,358,0,
18612312,Logan Intl Airport - Boston I,129278480,Jay,,East Boston,42.38995,-71.0018,Private room,50,91,0,,,4,89,0,
18613633,Boston - Logan Intl Airport III,129278480,Jay,,East Boston,42.38997,-71.00203,Private room,50,91,4,2019-11-30,0.17,4,89,0,
18617002,Artist's loft in the South End,43666185,Shanta,,South End,42.34125,-71.06522,Entire home/apt,157,91,6,2017-08-17,0.12,1,0,0,
18656728,Family Friendly Colorful Home - close to Subway!,129651567,Jovielle,,Jamaica Plain,42.31707,-71.10224,Entire home/apt,180,91,18,2019-08-10,0.36,1,0,0,
18714825,Condo in Southie,40291423,Chris,,South Boston,42.33082,-71.05614,Entire home/apt,220,91,3,2017-07-04,0.06,1,0,0,
18736738,Spacious 1BD APT w/ Devoted Entrance. Pet with fee,130336134,Elie,,West Roxbury,42.29456,-71.15962,Entire home/apt,113,91,14,2021-08-21,0.28,1,122,1,
18756360,"Comfortable Stay, not far from Downtown and Fenway",101057334,Gregory,,Roxbury,42.33157,-71.09498,Private room,78,1,218,2021-09-02,4.38,5,142,32,STR-383502
18777049,"Master Bed, short distance to Downtown, Fenway",101057334,Gregory,,Roxbury,42.32918,-71.0931,Private room,78,1,204,2021-08-27,4.06,5,141,14,STR-383502
18789766,"2Twin Beds close to MBTA, short distance to Fenway",101057334,Gregory,,Roxbury,42.32985,-71.09484,Private room,78,1,147,2021-08-10,3.60,5,150,9,STR-383502
18790023,Escape Noisy City in Comfy/Spacious Private Room,9705586,Estuardo,,Roslindale,42.28,-71.1339,Private room,70,2,64,2021-07-24,1.53,2,336,7,STR-401632
18875451,“The Sunset Room” at The Perthshire House.,16441460,Charles,,Brighton,42.35418,-71.16776,Private room,69,1,143,2021-09-18,2.99,6,344,34,STR-387480
18875553,“The King's Room” at The Perthshire House.,16441460,Charles,,Brighton,42.35401,-71.16776,Private room,72,1,56,2021-09-16,2.32,6,339,28,STR-387480
18875599,“The Pistachio Room” at The Perthshire House.,16441460,Charles,,Brighton,42.35401,-71.16776,Private room,68,1,73,2021-08-28,1.60,6,330,14,STR-387480
18876533,“The In & Out Room” at The Perthshire House.,16441460,Charles,,Brighton,42.35501,-71.16685,Private room,63,1,36,2021-09-01,12.56,6,346,34,STR-387480
18886077,"Stylish, modern duplex near Orange Line, Downtown",106950426,Paul,,Roxbury,42.31775,-71.09577,Private room,45,20,8,2020-03-13,0.16,2,63,0,STR-424669
18898296,"2Twin Beds close to Northeastern University, MBTA",101057334,Gregory,,Roxbury,42.33015,-71.09351,Private room,78,1,135,2021-08-30,2.78,5,155,13,STR-383502
18899037,"Queen Bed near subway, short distance to Fenway",101057334,Gregory,,Roxbury,42.33135,-71.09344,Private room,78,1,172,2021-09-01,4.12,5,148,23,STR-383502
18942870,Andrew Sq - Cozy Quiet Room,18479599,Agnieszka,,Dorchester,42.32408,-71.05859,Private room,75,91,0,,,8,365,0,
18974032,10 Allston,106561162,Lucia,,Allston,42.35183,-71.13479,Private room,50,91,27,2017-08-19,0.54,1,0,0,
18975041,Backbay Apartment,75630007,Rajiv,,South End,42.34625,-71.07621,Entire home/apt,184,91,3,2017-08-06,0.06,1,0,0,
19017513,Walk to the Beach or City room 6,30342817,Piter & Stacy,,Dorchester,42.31778,-71.05794,Private room,55,1,90,2020-02-28,1.88,5,339,0,Str416603
19020833,✪SunnyDouble min 2 Fenway/DT walk to subway freepk,25203946,Eder,,Dorchester,42.31124,-71.06391,Private room,49,7,17,2019-08-03,0.36,17,0,0,STR-413525
19037094,Trendy 1 bed in luxury seaport building,132854775,Kimber,,South Boston Waterfront,42.34899,-71.04499,Entire home/apt,490,91,12,2017-10-09,0.24,1,365,0,
19050865,Brownstone|Contemporary Newbury Place|1BR 1BA #6,814298,Thatch,,Back Bay,42.34977,-71.08427,Entire home/apt,180,2,90,2021-09-08,3.01,65,75,17,Exempt: This listing is a hotel or motel
19051657,Charming Quaint|Heart of Back Bay|1BR 1BA #5,814298,Thatch,,Back Bay,42.34957,-71.08553,Entire home/apt,197,2,64,2021-09-04,1.55,65,69,11,Exempt: This listing is a hotel or motel
19052102,Brownstone|Shopping & Food on Newbury|1BR 1BA #4,814298,Thatch,,Back Bay,42.34958,-71.08497,Entire home/apt,167,2,69,2021-08-17,1.40,65,70,16,Exempt: This listing is a hotel or motel
19065795,Modern Upscale Newbury Street | 1BR 1 BA #1,814298,Thatch,,Back Bay,42.34795,-71.08472,Entire home/apt,210,2,88,2021-08-21,3.24,65,57,15,Exempt: This listing is a hotel or motel
19065830,Trendy Flat|Bright + Light Southie| 1BR 1BA #201,814298,Thatch,,South Boston Waterfront,42.34352,-71.0563,Entire home/apt,153,3,77,2021-09-14,2.81,65,123,8,Exempt: This listing is a hotel or motel
19065836,New|Shoppers|Foodies|Newbury|Suite 1BR 1BA #2,814298,Thatch,,Back Bay,42.34952,-71.08449,Entire home/apt,187,2,119,2021-09-12,2.37,65,77,23,Exempt: This listing is a hotel or motel
19071875,Big newly renovated 2 bedroom condo in East Boston,15943555,Monya,,East Boston,42.37957,-71.04049,Entire home/apt,230,2,9,2019-05-27,0.34,4,0,0,STR-387383
19081087,So Central|Trendy Apt. in Southie 1BR 1BA #301,814298,Thatch,,South Boston,42.34281,-71.05776,Entire home/apt,153,3,86,2021-09-12,1.82,65,112,10,Exempt: This listing is a hotel or motel
19097569,Downtown 1 BR - BOS Park & Historic Public Gardens,757253,Nate,,Downtown,42.35189,-71.06311,Entire home/apt,168,1,36,2021-08-12,0.70,2,166,33,Exempt: This listing is a unit used for furnished institutional or business stays
19100282,"Large, sunny hilltop home, nature lovers' paradise",133415983,Christina,,Jamaica Plain,42.30308,-71.13398,Entire home/apt,500,3,8,2021-08-01,0.21,1,76,2,STR-398981
19115310,"Spacious 2 bedroom, 2 bathroom apartment in Boston",53555623,Cody,,South Boston Waterfront,42.34405,-71.05612,Entire home/apt,200,91,13,2019-06-09,0.34,1,0,0,
19117781,"◇Cozy Townhouse Suite, with Private Bath ◇",31035862,"Roger Michael ""Corey""",,Dorchester,42.29367,-71.06209,Private room,69,1,427,2021-09-17,8.44,2,50,77,str-413447
19123216,✪2 Double beds 4mi to Downtown near subway freepk✪,25203946,Eder,,Dorchester,42.31161,-71.06395,Private room,39,3,37,2019-07-30,0.88,17,0,0,STR-413525
19140676,Private Room 3 Min Walk to Savin Hill Subway Stop,4271667,Tianyu,,Dorchester,42.31322,-71.05552,Private room,66,1,110,2021-09-01,2.17,1,348,11,STR-445520
19143984,✪Sunny King+sofa SmartTV 4m to DWTN FreePk• walk2T,25203946,Eder,,Dorchester,42.31009,-71.06212,Private room,39,3,40,2019-08-06,0.98,17,0,0,STR-413525
19149341,Fun Houseboat,3029783,Deborah,,Charlestown,42.37579,-71.04981,Entire home/apt,287,2,70,2021-08-29,1.38,2,336,17,STR-416892
19154786,Comfortable & Convenient ( Centrally Located).,133927887,Kat,,Fenway,42.34483,-71.08865,Entire home/apt,192,91,17,2018-06-22,0.33,14,0,0,
19174144,Clean spacious modern 2BR JP condo,13897255,Chris,,Jamaica Plain,42.3066,-71.11293,Entire home/apt,180,91,5,2017-10-09,0.10,2,0,0,
19182289,"Renovated House, Sunny & Clean room, New Window AC",18517776,Huggy,,Roxbury,42.31343,-71.0935,Private room,36,150,2,2017-08-30,0.06,31,365,0,
19199379,Country Style.Boston Logan Airport & Train 3 bed.,9073339,Elisangela,,East Boston,42.37812,-71.03441,Entire home/apt,265,1,235,2021-09-12,4.56,3,338,36,STR-398048
19209066,Logan Intl Airport - Boston II,129278480,Jay,,East Boston,42.38976,-71.00281,Private room,50,91,1,2018-02-01,0.02,4,293,0,
19218722,Cozy Studio Apartment in Quiet Boston Neighborhood,133217709,Joshua,,West Roxbury,42.27588,-71.14964,Entire home/apt,60,91,0,,,1,110,0,
19225442,Back Bay Duplex,48627982,Matt,,Back Bay,42.35125,-71.08912,Private room,60,180,9,2017-07-06,0.17,1,0,0,
19243707,Very clean house have a private bedroom in Boston,4546050,Margarita,,West Roxbury,42.28017,-71.15958,Private room,66,5,30,2021-09-11,0.80,2,346,1,STR-402007
19248168,Cozy 1 bedroom apartment in Roslindale,129640002,John,,Roslindale,42.28154,-71.13688,Entire home/apt,96,30,76,2020-09-30,2.05,1,322,1,
19291771,Beacon Hill | Mass General Hospital | 1BR 1BA #6,814298,Thatch,,Beacon Hill,42.35792,-71.07025,Entire home/apt,186,2,89,2021-09-08,2.49,65,57,20,Exempt: This listing is a hotel or motel
19292171,1 Bdr Apt. Beacon Hill | Mass General Hospital #4,814298,Thatch,,Beacon Hill,42.35785,-71.06993,Entire home/apt,191,2,100,2021-09-14,2.46,65,74,20,Exempt: This listing is a hotel or motel
19307193,Beacon Hill Historic Charles|1BR 1BA #2,814298,Thatch,,Beacon Hill,42.35923,-71.07056,Entire home/apt,187,2,95,2021-09-11,2.49,65,66,27,Exempt: This listing is a hotel or motel
19308245,Quaint Cute Historic Charles|Studio #9,814298,Thatch,,Beacon Hill,42.35772,-71.07124,Entire home/apt,177,2,85,2021-09-13,1.67,65,65,31,Exempt: This listing is a hotel or motel
19308998,Modern in Historic Charles|Designed Studio #7,814298,Thatch,,Beacon Hill,42.35797,-71.07023,Entire home/apt,170,2,87,2021-09-02,4.65,65,49,39,Exempt: This listing is a hotel or motel
19309434,Charming Charles|Historic Beacon Hill|Studio #5,814298,Thatch,,Beacon Hill,42.35934,-71.07123,Entire home/apt,159,2,94,2021-09-15,3.42,65,67,30,Exempt: This listing is a hotel or motel
19309861,Historic Beacon Hill Studio | #3,814298,Thatch,,Beacon Hill,42.35755,-71.07198,Entire home/apt,177,2,62,2021-09-14,1.70,65,63,20,Exempt: This listing is a hotel or motel
19315157,CLEAN Smart Room w/Roof Deck Near Airport & D-town,74019501,Adam,,East Boston,42.37637,-71.03229,Private room,71,1,507,2021-08-19,10.53,1,110,78,STR-414426
19327752,Rozzie Room,237023,Margie,,Roslindale,42.28621,-71.13915,Private room,40,30,28,2021-07-10,0.54,1,77,3,
19330793,Jamaica Plain apartment,57925675,Megara,,Jamaica Plain,42.31809,-71.11216,Entire home/apt,70,91,14,2017-08-21,0.27,1,0,0,
19346500,Brand New Modern Apartment next to HBS,24986965,Katherine,,Allston,42.34945,-71.13201,Entire home/apt,160,91,1,2017-11-05,0.02,1,0,0,
19351506,Newly renovated modern 1 bedroom apartment,56359408,Billy,,Roxbury,42.32934,-71.06927,Entire home/apt,139,91,38,2020-02-29,1.52,5,354,0,
19356659,Cozy and Convenient ( Great Location),133927887,Kat,,Fenway,42.34212,-71.08717,Entire home/apt,162,91,10,2017-08-29,0.20,14,0,0,
19358947,Downtown- on the Boston Common,799496,Kj,,Downtown,42.35195,-71.0651,Entire home/apt,200,29,203,2021-02-22,4.93,2,176,29,Exempt: This listing is a unit used for furnished institutional or business stays
19364110,Large clean private room close to downtown,80570686,Siena,,Mission Hill,42.33231,-71.10211,Private room,100,2,56,2021-08-29,1.15,4,144,5,STR-400257
19364446,Light and cozy private room,134737866,Maria,,Brighton,42.35272,-71.1643,Private room,36,91,0,,,1,0,0,
19366533,Boston step a train&bus  beautiful house,4546050,Margarita,,West Roxbury,42.27975,-71.16035,Private room,66,5,21,2021-09-01,0.58,2,315,8,STR-402007
19373388,Classic New England apartment on MBTA Red line,116319471,Greg And Alicia,,Dorchester,42.29082,-71.06626,Entire home/apt,95,28,102,2021-07-03,2.51,2,97,3,Exempt: This listing is a unit used for furnished institutional or business stays
19412875,Home Away from Home!Free Street Parking!No smoking,135920429,Wendy And Juan,,Mattapan,42.2791,-71.09753,Private room,48,29,98,2020-03-01,2.00,1,351,0,STR-397966
19473060,“The Sanctuary Room” at The Perthshire House.,16441460,Charles,,Brighton,42.35397,-71.16775,Private room,70,1,82,2021-09-10,2.28,6,340,21,STR-387480
19484144,Quirky studio in Jamaica Plain,17844905,Susie,,Jamaica Plain,42.31501,-71.1085,Entire home/apt,101,2,48,2021-09-06,1.14,2,110,30,str-398657
19540224,Free Parking at Newly Renovated 1 Bed Basement Unt,130680380,Jodie,,Fenway,42.35039,-71.09356,Entire home/apt,129,9,194,2021-09-04,4.04,4,209,6,Exempt: This listing is a unit used for furnished institutional or business stays
19574477,Gorgeous Audubon Circle Studios (1),70331522,Laurie,,Fenway,42.34725,-71.10357,Entire home/apt,185,30,89,2020-03-07,1.93,2,331,0,
19581567,Freedom Trail Condo,93353522,Thomas,,Charlestown,42.3745,-71.06103,Entire home/apt,232,2,128,2021-08-27,2.69,1,17,24,STR-383179
19584489,Renovated modern 1 bed beside State House,26988,Anne,,Downtown,42.3571,-71.06175,Entire home/apt,92,32,8,2021-08-07,0.26,5,292,3,
19593368,COZY THEATRE DISTRICT STUDIO NEAR BOSTON COMMON,56359408,Billy,,Downtown,42.35145,-71.06461,Entire home/apt,149,91,47,2021-09-01,1.19,5,85,2,
19655960,Nice clean room to stay,78195008,Alen,,Roxbury,42.3242,-71.08613,Private room,40,91,11,2018-11-11,0.23,1,230,0,
19727919,Shelly's Bunk Room,139072570,Lance And Shelly,,East Boston,42.38138,-71.02312,Private room,56,1,327,2021-09-05,7.26,5,324,47,STR-398249
19735537,Diana North End,122351910,Elena,,Downtown,42.36538,-71.05861,Private room,100,91,0,,,1,0,0,
19790139,Bunker Hill Beauty,739333,Andrew,,Charlestown,42.38035,-71.06928,Entire home/apt,90,91,21,2019-02-23,0.42,1,0,0,
19885281,#203 Boston New AC Female only Queen Bed全楼 禁烟,105851798,Anne,,Dorchester,42.3075,-71.06533,Private room,49,30,37,2019-10-09,0.95,15,224,0,
19885345,#202 Boston private AC Queen BR 全楼禁烟 female,105851798,Anne,,Dorchester,42.30792,-71.06513,Private room,50,30,27,2021-08-31,0.67,15,87,1,
19904967,Penthouse suite in historic Beacon Hill,140952422,Evan And Sabrina,,Beacon Hill,42.35809,-71.07159,Entire home/apt,200,91,7,2019-08-19,0.18,1,0,0,
19918817,#204 Boston private Central AC 禁烟 Female only,105851798,Anne,,Dorchester,42.30754,-71.06525,Private room,50,30,27,2021-09-01,0.71,15,225,1,
19969497,*Modern City Triplex!! *Close to Center,28662210,Terry,,Roxbury,42.32878,-71.09384,Entire home/apt,489,3,116,2021-09-05,2.82,5,73,4,STR446660
19982161,"Cozy, Bright Studio in Back Bay/South End",12195484,Rada,,South End,42.34671,-71.07445,Entire home/apt,170,91,27,2021-04-20,0.94,1,182,2,
19996537,Cozy studio in Fenway,33529388,Liqin,,Fenway,42.34108,-71.09898,Entire home/apt,82,91,2,2017-07-24,0.04,1,0,0,
19997604,Back Bay Apartment near MIT and Newbury Street,51079261,Riverside,,Fenway,42.35095,-71.09009,Entire home/apt,348,2,34,2021-09-07,0.69,2,1,4,STR-391275
20000347,Loft Style 1 Mile from Downtown Boston Brownstone.,122568097,Nick,,Roxbury,42.32409,-71.09705,Entire home/apt,120,91,70,2019-11-10,1.83,3,258,0,str-446257
20055667,Newly Renovated Private Bedroom Close to  Airport,15943555,Monya,,East Boston,42.38005,-71.0401,Private room,80,1,38,2019-11-03,0.79,4,0,0,STR-387383
20137039,Beautiful condo with city benefits,32755249,Dennis,,Dorchester,42.31958,-71.05371,Entire home/apt,200,2,28,2021-08-22,1.00,1,0,4,STR-422449
20137476,Cozy Room in Beacon Hill/MIT/MGH! (Room A),95634275,Sophia,,Beacon Hill,42.361,-71.06539,Private room,156,28,168,2019-12-23,4.76,5,184,0,Exempt: This listing is a unit used for furnished institutional or business stays
20152689,Cozy Room in the Heart of Boston (MGH/Downtown),95634275,Sophia,,Beacon Hill,42.35973,-71.066,Private room,142,29,188,2021-08-30,4.37,5,255,1,Exempt: This listing is a unit used for furnished institutional or business stays
20229074,Great South End / Back Bay location! 1 bed condo,84699905,Jack,,South End,42.34631,-71.07188,Entire home/apt,298,2,60,2021-08-22,1.57,1,192,10,STR-383890
20237145,"Bright and Spacious 3 BedR., 1 bath",66645251,Mary,,Dorchester,42.30427,-71.06056,Entire home/apt,245,2,55,2021-09-05,1.42,2,51,14,STR-420486
20268369,Large Private Bedroom Close to Airport,15943555,Monya,,East Boston,42.37823,-71.0388,Private room,160,2,16,2019-10-20,0.58,4,0,0,STR-387383
20269422,"#205 Boston Private Room 双床 ( females, or couple)",105851798,Anne,,Dorchester,42.3077,-71.06489,Private room,62,30,32,2020-09-30,0.77,15,137,2,C0246790351
20406376,Private room in Jamaica Plain condominium.,145521726,Oghogho,,Jamaica Plain,42.32532,-71.10597,Private room,45,29,29,2020-06-25,0.60,1,0,0,STR-398960
20417844,Private Suite in South Boston | Convenient to BCEC,17487234,Andrew,,South Boston,42.33927,-71.05215,Private room,150,1,95,2021-09-05,25.22,1,0,6,STR-413146
20420751,Sunny Private Room in Beautiful Chestnut hill,33131531,ChiChi,,Brighton,42.34035,-71.14932,Private room,65,91,11,2019-06-22,0.22,3,0,0,STR-415268
20431834,Southie Townhome with Private Room/Bath/Entrance!,99396351,Nick,,South Boston,42.3336,-71.05505,Private room,140,1,129,2021-09-05,3.36,1,68,10,STR-401218
20446955,Your Other Home in a Different Town,51772323,Vanessa,,Hyde Park,42.26724,-71.10521,Private room,80,91,20,2019-05-21,0.41,2,179,0,STR-415873
20456058,Very cool place in a very cool location.,50509814,Avi,,Allston,42.34678,-71.1348,Entire home/apt,125,91,5,2017-10-08,0.10,1,0,0,
20459710,Good place for hangout,136833198,Kishore,,Mission Hill,42.33505,-71.10036,Entire home/apt,200,91,0,,,1,0,0,
20479416,Shelly's Garden Room,139072570,Lance And Shelly,,East Boston,42.38138,-71.02312,Private room,57,1,201,2021-09-18,5.04,5,312,53,STR-398249
20520099,"Boston, Mass  vicinity #2 Samuel Adam Brewery (T)",132606746,Javier/ Gilberto,,Jamaica Plain,42.31395,-71.10168,Private room,92,5,42,2021-04-30,1.10,1,346,5,Str-429149
20547874,Sunny Private Room in Chestnut hill,33131531,ChiChi,,Brighton,42.33896,-71.14927,Private room,65,91,6,2018-06-25,0.14,3,0,0,
20588785,The Moontower Apartment,88360952,Anthony,,Downtown,42.35286,-71.0584,Private room,50,91,63,2018-12-15,1.48,2,0,0,
20607519,Boston Home Base: Cozy Two Bedroom,3343710,Hazel,,Allston,42.36246,-71.13355,Entire home/apt,280,91,1,2018-04-17,0.02,1,0,0,
20623854,Huge Bedroom & Private Bath in House of Porches,731061,Gabrielle,,Jamaica Plain,42.31633,-71.11604,Private room,70,3,48,2020-01-20,1.15,1,0,0,STR-383391
20634420,Friendly family single room,27871799,Althea,,Mattapan,42.27611,-71.07857,Private room,60,1,41,2021-08-14,1.13,6,108,2,STR-415974
20649310,Comfort and convenience in Boston with parking,42379994,Ken,,Roslindale,42.28038,-71.12554,Private room,79,29,33,2019-12-29,0.68,1,179,0,STR-398100
20650593,The Historic House in the North End/Waterfront,27172259,Travis,,North End,42.36765,-71.05496,Entire home/apt,1052,91,104,2019-08-18,2.57,1,0,0,
20655696,ChicRetreat FreePrkg Grill min2 Beach Downtown,25203946,Eder,,Dorchester,42.30945,-71.06169,Entire home/apt,547,2,41,2021-08-08,1.02,17,333,11,STR-413525
20694962,Feel at home in a good vibes place.,6213128,Oscar,,Allston,42.34934,-71.13216,Private room,120,91,5,2019-11-03,0.14,1,90,0,
20704205,West Roxbury private room,38772291,Kevin,,West Roxbury,42.264,-71.15166,Private room,90,91,1,2017-08-31,0.02,1,0,0,
20723594,Lower level private room and bath in Savin Hill,72139831,Robin,,Dorchester,42.30826,-71.04816,Hotel room,75,1,121,2021-09-03,2.83,4,311,22,STR-383474
20732065,Boston king Whole Apartment with 4BRs free parking,9663343,Sarah,,Dorchester,42.30579,-71.07786,Entire home/apt,250,29,44,2019-10-27,1.15,1,358,0,STR-416473
20754696,Cozy Private Garden Studio near the Heart of JP,883209,Ann & Esther,,Jamaica Plain,42.30445,-71.11667,Entire home/apt,121,3,125,2021-09-06,3.06,1,105,25,STR-383301
20775116,Gorgeous Audubon Circle Studios (2),70331522,Laurie,,Fenway,42.34576,-71.10542,Entire home/apt,177,30,111,2021-05-22,2.31,2,297,1,
20785742,Symphony Place,148963669,Richard And Vicki,,Fenway,42.34345,-71.08592,Entire home/apt,200,2,119,2021-08-31,2.48,1,288,7,STR-409563
